timestamp,x,y,z
6.36,-0.040106,-0.057033,0.974803
6.37,-0.039714,0.031866,1.004708
6.38,0.066332,0.018137,0.971924
6.39,-0.006781,-0.040651,0.972626
6.4,-0.068547,-0.022084,0.999386
6.41,0.046145,0.058539,0.984295
6.42,0.040244,-0.020852,0.964089
6.43,-0.056389,-0.03074,0.980556
6.44,-0.01347,0.048664,1.005527
6.45,0.061927,0.01435,0.959584
6.46,-0.025961,-0.041504,0.964803
6.47,-0.061034,0.008019,1.013687
6.48,0.072179,0.042666,0.979864
6.49,0.020493,-0.036975,0.967526
6.5,-0.065572,-0.032821,0.993041
6.51,0.03369,0.067405,0.994773
6.52,0.039906,-0.008848,0.962226
6.53,-0.047659,-0.054052,0.977558
6.54,-0.037368,0.042309,1.005942
6.55,0.06449,0.032148,0.970116
6.56,-0.001976,-0.053516,0.961603
6.57,-0.078838,-0.001104,1.000268
6.58,0.064155,0.057101,0.985734
6.59,0.03062,-0.026597,0.964004
6.6,-0.068515,-0.048912,0.982957
6.61,0.004411,0.052044,0.998826
6.62,0.056381,0.010202,0.965393
6.63,-0.029408,-0.051661,0.966168
6.64,-0.052031,0.013984,1.003044
6.65,0.068411,0.036401,0.972427
6.66,0.014352,-0.040164,0.962965
6.67,-0.069774,-0.034924,0.996394
6.68,0.030057,0.061767,0.990125
6.69,0.044318,-0.008145,0.959643
6.7,-0.050678,-0.049738,0.980513
6.71,-0.023871,0.032393,1.004953
6.72,0.063977,0.014434,0.970016
6.73,-0.009638,-0.045697,0.966793
6.74,-0.072858,-0.005069,1.002588
6.75,0.056112,0.043942,0.989255
6.76,0.038142,-0.016751,0.96382
6.77,-0.054026,-0.051421,0.984653
6.78,0.018673,0.066563,0.999319
6.79,0.066736,0.002184,0.965352
6.8,-0.035989,-0.049872,0.970881
6.81,-0.051468,0.013795,1.002148
6.82,0.073445,0.0298,0.971424
6.83,0.014634,-0.042388,0.963908
6.84,-0.082806,-0.0249,0.996868
6.85,0.038542,0.062563,0.990845
6.86,0.050348,-0.015171,0.960906
6.87,-0.056074,-0.054284,0.981632
6.88,-0.025118,0.039965,1.007496
6.89,0.060067,0.025073,0.964019
6.9,-0.010464,-0.052496,0.970272
6.91,-0.068605,-0.004762,1.005861
6.92,0.059891,0.046186,0.980453
6.93,0.023892,-0.029924,0.963977
6.94,-0.060501,-0.0268,0.994073
6.95,0.014491,0.052393,0.996898
6.96,0.052636,0.001947,0.954816
6.97,-0.048527,-0.056309,0.97722
6.98,-0.044351,0.027391,1.000403
6.99,0.068744,0.028406,0.967982
7.0,-0.01096,-0.040626,0.960979
7.01,-0.077051,-0.019911,0.99944
7.02,0.034219,0.065278,0.987445
7.03,0.036611,-0.026281,0.96299
7.04,-0.05224,-0.041459,0.984557
7.05,-0.021128,0.05142,1.004991
7.06,0.052921,-0.002278,0.962876
7.07,-0.019533,-0.047947,0.968063
7.08,-0.07373,0.008219,1.003575
7.09,0.062115,0.046873,0.976558
7.1,0.022413,-0.026793,0.962838
7.11,-0.060084,-0.021845,0.992625
7.12,0.02475,0.061624,0.991842
7.13,0.056164,-0.001653,0.961434
7.14,-0.028609,-0.045816,0.977663
7.15,-0.038311,0.043085,1.014899
7.16,0.065741,0.019513,0.969108
7.17,-0.010017,-0.040661,0.967935
7.18,-0.069702,-0.013639,1.001104
7.19,0.053717,0.047913,0.984404
7.2,0.041749,-0.026415,0.95916
7.21,-0.04909,-0.052003,0.987299
7.22,-0.003967,0.049246,1.000304
7.23,0.061264,0.005515,0.962472
7.24,-0.025203,-0.048852,0.974548
7.25,-0.059622,0.019635,0.999817
7.26,0.06673,0.041196,0.975131
7.27,0.005937,-0.035234,0.966911
7.28,-0.072787,-0.029455,0.992911
7.29,0.036196,0.065874,0.992262
7.3,0.049075,-0.009822,0.956609
7.31,-0.051021,-0.048997,0.978196
7.32,-0.036882,0.036046,1.004057
7.33,0.06912,0.020019,0.964242
7.34,-0.023257,-0.057211,0.971053
7.35,-0.071009,-0.017796,1.004284
7.36,0.057421,0.056581,0.983014
