timestamp,x,y,z
6.59,0.074357,-0.057514,0.941104
6.6,-0.153113,-0.088604,0.97635
6.61,0.019121,0.167017,1.038051
6.62,0.122161,0.003521,0.930158
6.63,-0.058916,-0.087617,0.9412
6.64,-0.196281,0.049765,1.053067
6.65,0.155941,0.070757,0.954276
6.66,0.007291,-0.087977,0.93966
6.67,-0.186776,-0.101679,1.011211
6.68,0.12781,0.181338,1.010967
6.69,0.076847,-0.038387,0.930722
6.7,-0.083944,-0.115046,0.968156
6.71,-0.085429,0.115659,1.064711
6.72,0.142876,0.03335,0.933524
6.73,-0.039784,-0.100316,0.94788
6.74,-0.212664,-0.043042,1.040278
6.75,0.184902,0.106619,0.978106
6.76,0.095915,-0.055567,0.948822
6.77,-0.141514,-0.112216,0.992042
6.78,0.055017,0.177111,1.025437
6.79,0.125744,-0.006298,0.934961
6.8,-0.053417,-0.12801,0.959521
6.81,-0.169509,0.047744,1.056289
6.82,0.186437,0.060058,0.954277
6.83,0.007939,-0.080956,0.938526
6.84,-0.209372,-0.099773,1.011154
6.85,0.145579,0.176575,1.003705
6.86,0.109468,-0.045128,0.92523
6.87,-0.086045,-0.112408,0.967434
6.88,-0.062304,0.150729,1.060875
